,ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM,lat,long,ACO_identifier
377,A4558,"ACO Clinical Partners, LLC","NC, LA, SC",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"17,809",11.83%,2.59%,"23,184,610","23,184,610",,"9,088,367",1,1,1,0,0,0,99.02%,0,0,"11,299","13,950","196,021,104","172,836,494",,,40.00%,40.00%,0,Low Revenue,"84,822","13,922","20,740","12,338","81,768","16,040","21,648","12,942","74,768","16,085","23,027","8,854","76,130","14,400","22,963","8,581","9,963",1.044,1.315,1.163,1.203,1.044,1.442,1.152,1.16,1.007,1.324,1.13,0.962,1.012,1.264,1.088,1.083,107,"1,169","1,275","4,460","17,348",72,"1,027",915,"15,334","1,566","9,293","5,281","1,669","10,540","7,269","14,781","2,196",109,91,8,624,"2,293","1,787",111,307,106,266,547,"2,321","3,929",83,420,306,224,197,3,15,9,533,167,672,255,"12,042","5,234","5,079","1,717",13,39,33,"14,075",0,0,0,0,0,0,215,536,88,16,1,8.44%,5.77%,1.18%,3.27%,86.22,95.44,95.35,82.8,71.45,63.26,75.29,29.35,93.97,90.73,0.1526,31.82,92.17,91.01,77.14,84.14,,86.85,84.89,84.14,16.07,10.86,,75.09,,38.2623517,-85.5768914,
378,A4559,Beth Israel Deaconess Care Organization,"MA, NH, FL",Re-entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"47,075",-0.90%,2.00%,"-5,301,008",0,,0,1,1,1,0,0,0,85.50%,0,0,"12,807","12,491","587,694,457","592,995,464",,,75.00%,75.00%,0,High Revenue,"96,199","11,964","14,149","11,014","101,859","11,857","15,122","11,159","113,050","12,374","15,559","11,489","105,314","13,257","15,595","11,811","12,923",1.032,1.028,0.926,1.043,1.003,1.021,0.949,1.03,1.001,0.998,0.947,1.023,0.998,0.99,0.9,1.001,217,"7,197","5,256","35,248","45,887",225,"5,583","5,776","34,302","6,953","21,484","13,041","5,597","27,330","19,745","38,047","3,351","1,476",849,21,"3,331","3,776","3,377",62,217,153,340,832,"3,921","3,323",165,808,237,300,278,2,9,11,652,216,778,299,"11,095","4,122","4,768","1,844",362,67,21,"12,587",0,14,0,0,7,7,"1,077","2,574",647,453,7,22.09%,5.52%,1.46%,1.97%,82.6,92.78,90.6,77.17,66.36,52.98,72.7,22,91.59,87.46,0.1615,41.3,78.99,84.06,72.73,61.7,,79.48,80.72,90.08,19.05,12.89,,72.61,,42.2029952,-71.1596834,
379,A4563,"Connected Care of Southeastern Massachusetts, Inc.","MA, FL",Re-entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,"17,164",-1.35%,0.00%,"-2,906,806","-2,906,806","-872,042",0,1,1,1,0,0,0,91.17%,0,1,"12,827","12,305","215,538,116","218,444,922",,,50.00%,50.00%,1,Low Revenue,"117,073","11,138","20,630","10,761","110,502","11,168","23,821","11,151","112,350","11,297","23,512","11,455","144,477","11,340","22,395","12,126","13,000",1.159,0.967,1.178,1.056,1.053,1.019,1.177,1.026,1.015,0.969,1.143,1.033,1.126,0.937,1.107,1.045,55,"1,141",492,"14,149","16,804",60,"1,014",733,"14,997","1,072","7,600","6,260","2,232","10,181","6,983","16,425",139,58,25,3,514,"4,018","3,675",61,250,85,364,"1,004","2,952","3,782",141,935,251,331,315,2,10,4,571,275,918,271,"10,549","3,370","4,882","2,285",12,79,21,"12,852",0,0,0,0,0,0,163,660,145,161,0,8.45%,4.91%,1.67%,1.11%,84.68,94.42,92.47,76.86,64.51,60.75,74.37,21.46,95.28,87.64,0.1716,48.22,94.51,84.46,88.89,60.15,,81.82,81.32,89.82,11.36,12.06,,76.74,,42.1758242,-70.9541227,
380,A4565,LHS Health Network LLC,"NJ, PA",Re-entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,"8,087",3.23%,1.50%,"3,432,252","3,432,252",,"1,681,804",1,1,1,0,0,0,86.27%,0,1,"13,586","13,198","106,411,125","102,978,873",,,50.00%,50.00%,1,Low Revenue,"104,840","11,335","20,351","11,219","105,360","10,500","19,304","11,557","118,599","10,440","19,868","12,167","110,432","12,219","23,275","11,788","13,148",1.083,1.021,1.185,1.135,1.144,0.998,1.103,1.117,1.118,1.025,1.129,1.125,1.044,0.971,1.109,1.073,48,"1,224",828,"7,434","7,832",36,863,587,"6,347",918,"3,434","2,413","1,322","4,773","3,314","6,807",702,186,61,2,329,"3,455","3,114",32,246,76,666,"1,302","2,258","4,958",113,489,269,307,290,1,10,5,630,251,728,222,"12,422","4,979","5,550","1,886",6,86,25,"14,427",0,0,0,0,0,0,80,3,40,3,1,13.59%,7.96%,2.35%,4.08%,84.97,95.89,94.15,76.11,66.34,62.66,74.11,22.02,89.34,86.92,0.1752,41.21,91.24,67.25,85.37,79.46,,66.99,60.72,82.92,44.83,12.35,,84.11,,39.9279261,-75.0949231,
381,A4566,"Saint Francis Health Plans, LLC","MO, IL",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"15,704",4.21%,2.67%,"6,403,067","6,403,067",,"2,510,002",1,1,1,0,0,0,88.74%,0,1,"9,986","9,694","152,038,433","145,635,366",,,40.00%,40.00%,0,High Revenue,"84,462","8,147","15,772","7,643","71,454","8,260","15,458","7,924","66,715","8,965","16,883","8,253","80,694","8,800","16,420","8,370","9,565",1.056,0.891,1.014,0.929,1.037,0.926,1.054,0.976,0.975,0.908,1.076,0.981,1.013,0.911,1.07,0.98,119,"3,556","1,923","13,129","15,226",101,"2,338","1,230","11,557","2,786","6,766","4,504","1,648","9,109","6,595","15,080",415,26,12,12,159,"2,530","2,182",66,268,43,194,654,"3,150","2,472",172,333,361,245,225,2,12,5,656,174,716,232,"8,999",678,"2,774","1,214","4,333",47,35,"14,408",0,0,13,0,1,3,124,242,153,20,4,17.01%,8.29%,1.97%,3.27%,87.94,96.15,95.03,82.15,52.21,56.7,66.38,31.6,93.4,86.54,0.144,31.8,98.19,69.89,80.72,92.91,,40.14,55.76,79.52,0,14.62,,61.35,,37.3027135,-89.571662,
382,A4568,Heartland Health ACO Inc,"IA, NE, MO",Re-entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"7,560",-1.69%,3.29%,"-1,431,564",0,,0,1,1,1,0,0,0,95.39%,0,1,"11,561","10,644","84,590,736","86,022,300",,,40.00%,40.00%,0,High Revenue,"88,067","9,379","16,026","8,897","86,622","9,608","15,397","9,314","92,169","10,719","15,902","9,720","93,202","11,895","16,874","10,791","11,757",0.974,0.895,1.008,0.92,0.983,0.928,0.988,0.928,0.985,0.952,1.013,0.927,0.988,0.923,0.963,0.932,41,"1,090",573,"6,605","7,317",40,663,496,"6,118",878,"3,347","2,128","1,207","4,246","3,314","7,329",25,14,7,11,174,"2,611","2,432",63,83,39,280,"1,306","4,927","2,171",116,340,318,240,231,1,4,3,653,53,527,156,"8,596","1,465","2,519","1,143","3,469",79,26,"17,121",6,0,9,0,3,8,230,642,208,98,0,13.73%,9.48%,1.93%,6.18%,85.32,93.55,92.75,80.39,63,61.06,72.59,26.62,92.97,84.65,0.1413,36.55,95.2,89.21,80,84.87,,75.91,81.34,85.92,26.6,9.82,,80.5,,41.5957524,-93.7453014,
383,A4573,"Bryan Health Connect ACO, LLC",NE,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,Retrospective,0,0,0,"14,567",4.20%,2.73%,"6,805,281","6,805,281",,"2,667,670",1,1,1,0,0,0,100.00%,0,0,"11,408","10,794","162,120,900","155,315,619",,,40.00%,40.00%,0,High Revenue,"85,276","8,949","16,280","9,561","87,524","10,256","17,771","9,911","96,524","11,197","19,429","9,867","86,884","10,464","18,527","10,341","10,929",0.941,0.901,0.996,0.905,0.957,0.911,1.017,0.918,0.995,0.952,1.03,0.923,1.058,1.025,1.113,0.96,25,"1,100",553,"8,564","14,212",53,828,513,"12,818","1,184","7,178","4,168","2,037","8,337","6,230","14,000",66,68,47,10,376,"2,665","2,416",113,126,35,216,894,"3,511","3,092",87,335,346,218,205,3,6,5,497,100,660,209,"8,002","2,042","2,727","1,454","1,779",57,26,"15,775",8,0,11,0,5,9,206,508,183,169,0,7.15%,5.89%,1.41%,2.44%,83.59,92.82,91.66,80,55.97,63.26,72.52,28.82,91.65,87.74,0.132,29.79,90.99,95.49,90.91,92.59,,84.26,85.8,80.48,19.23,7.22,,73.76,,40.7894293,-96.6980919,
384,A4575,"Integra Community Care Network, LLC.","RI, MA, FL, CT",Re-entering,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"14,686",3.70%,0.00%,"6,058,713","6,058,713",,"4,453,154",1,1,1,0,0,0,88.20%,0,1,"11,417","11,336","163,578,065","157,519,352",,,75.00%,75.00%,0,High Revenue,"95,649","9,177","16,082","9,894","97,013","9,627","15,594","10,147","90,613","9,974","19,444","10,270","91,737","9,280","17,994","10,479","10,994",1.104,0.94,1.013,1.073,1.056,0.978,1.032,1.073,1.028,0.977,1.1,1.094,1.032,0.905,1.025,1.059,79,"1,410",514,"12,067","14,328",63,"1,032",470,"12,763","1,093","6,663","4,902","2,028","8,318","6,368","13,730",200,91,85,11,569,"2,970","2,716",15,124,126,352,902,"2,578","3,462",168,709,215,273,257,0,6,10,569,218,791,212,"10,130","3,618","4,433","2,041",38,77,22,"11,409",0,0,0,0,3,4,315,786,264,159,14,6.57%,5.27%,1.59%,1.89%,85.86,93.48,93.41,76.97,61.47,62.23,72.89,27.12,90.61,82.77,0.1627,37.39,81.85,73.71,87.5,63.71,,75.74,82.05,82,3.77,13.19,,81.47,,41.8095663,-71.40783,
385,A4577,SOMOS ACO,"NY, NJ",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,"15,103",9.39%,1.00%,"20,508,214","20,508,214",,"10,049,025",1,1,1,0,0,0,81.84%,0,1,"14,941","13,196","218,427,001","197,918,787",,,50.00%,50.00%,1,Low Revenue,"100,335","11,961","11,915","9,600","95,635","10,806","11,581","9,446","89,609","11,874","12,019","9,465","92,303","13,438","13,470","10,209","13,538",1.083,1.117,0.907,1.048,1.035,1.023,0.906,1.017,0.993,0.973,0.913,0.994,1.006,0.982,0.914,0.938,264,"1,665","8,722","5,870","14,620",256,"1,280","7,222","5,862","1,423","5,635","5,007","3,038","9,093","6,010","4,293","2,050","5,585","1,042",16,"2,117","3,866","3,584",81,90,168,266,"1,718","2,254","5,099",112,522,182,279,268,3,4,5,486,241,608,278,"16,497","9,042","6,019","1,378",58,56,36,"25,887",0,0,0,0,0,0,551,439,587,141,0,57.34%,8.34%,2.75%,1.82%,84.88,91.47,90.93,75.34,61.33,67.22,65.9,26.17,85.83,81.89,0.164,32.03,66.44,61.53,83.33,73.09,,56.3,57.1,80.61,10,14.5,,66.42,,40.876457,-73.9061373,
386,A4582,Southeast Health Statera Network,"AL, FL, GA",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,Prospective,0,0,0,"11,235",-1.48%,2.93%,"-1,869,934",0,,0,1,1,1,0,0,0,92.77%,0,1,"11,617","11,149","125,956,952","127,826,886",,,40.00%,40.00%,0,High Revenue,"72,169","9,277","13,641","9,085","76,220","8,773","14,742","9,685","77,166","9,070","13,686","10,073","87,365","10,788","15,588","10,825","11,789",0.984,1.045,0.996,1.046,1.036,0.996,0.98,1.072,1.026,0.939,0.965,1.063,1.024,1.047,0.967,1.098,151,"1,919","1,176","10,235","10,843",93,"1,132",708,"8,909","1,241","4,746","3,847","1,401","6,413","4,822","9,663","1,345",53,25,4,145,"3,203","2,558",118,529,27,633,491,"2,303","4,256",172,743,336,322,279,4,36,3,610,215,855,214,"11,585","4,294","4,694","2,520",77,42,26,"10,522",0,0,0,0,1,0,125,220,119,36,0,10.75%,10.48%,2.88%,3.77%,88.03,96.29,94.76,85.13,56.93,64.36,66.36,24.66,94.57,89.81,0.15,33.98,95.69,79.92,81.82,49.6,,66.27,66.02,79.76,3.28,10.33,,73.41,,31.2143436,-85.3630564,
387,A4585,"Texoma Clinical Partners ACO, LLC","TX, OK",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"8,291",5.27%,3.17%,"5,309,421","5,309,421",,"2,081,293",1,1,1,0,0,0,93.06%,0,1,"12,495","12,342","100,722,691","95,413,270",,,40.00%,40.00%,0,Low Revenue,"89,002","11,630","22,011","10,436","108,685","11,530","23,174","11,005","96,572","11,595","23,080","11,061","90,691","11,741","20,854","11,107","11,837",0.968,1.105,1.168,1.053,1.067,1.045,1.128,1.025,1.039,1.045,1.152,1.068,0.963,0.982,1.094,1.05,20,799,413,"7,927","8,061",35,516,286,"7,224",725,"3,927","2,688",951,"4,881","3,410","7,880",133,20,40,114,104,"3,535","2,870",80,554,26,232,707,"1,936","4,434",108,787,413,343,305,3,29,4,665,248,640,204,"11,162","4,768","5,497",876,21,48,28,"14,835",0,0,0,0,0,0,41,11,22,6,0,6.10%,8.08%,2.26%,1.15%,90.88,96.03,93.81,83.62,64.05,63.51,71.03,29.01,94.7,88.3,0.1648,41.83,96.12,85.03,91.43,82.23,,82.47,72.76,85.79,15,12.25,,79.42,,40.0785558,-75.3706394,
388,A4588,"McAuley Health Partners ACO, LLC",MI,Re-entering,3,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"23,918",-2.21%,1.00%,"-4,907,156","-4,907,156","-1,962,863",0,1,1,1,0,0,0,85.91%,0,1,"9,535","9,590","222,341,302","227,248,459",,,75.00%,75.00%,0,High Revenue,"73,913","9,359","13,082","8,544","77,019","9,088","14,402","8,684","77,788","9,326","13,344","8,871","74,953","9,674","12,314","9,408","9,745",1.035,0.975,0.92,0.99,1.033,0.988,0.96,1.002,1.004,0.952,0.936,0.99,0.986,0.904,0.894,0.942,103,"3,316","1,042","20,582","23,319",74,"2,473",806,"19,965","3,306","11,956","6,421","2,235","13,934","9,984","21,407","1,239",229,64,13,966,"2,542","2,320",42,127,70,144,404,"3,144","2,761",91,385,266,248,234,1,6,7,616,194,885,229,"8,345","3,235","3,528","1,453",128,37,23,"11,256",0,5,0,0,1,2,431,862,173,312,0,8.35%,5.78%,1.67%,0.21%,83.05,93.73,91.65,78.86,64.18,64.54,72.08,17.27,90.61,84.9,0.1545,38.33,93.46,80.75,70.27,73.47,,78.47,74.35,75.11,3.45,10.47,,70.22,,42.317817,-83.682682,
389,A4592,Vytalize Health ACO,"NY, NJ, TX, WI, LA, OK, FL, MS, TN",Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"30,877",2.88%,2.39%,"12,351,984","12,351,984",,"4,841,978",1,1,1,0,0,0,89.42%,0,1,"14,288","13,283","429,421,971","417,069,987",,,40.00%,40.00%,0,Low Revenue,"96,216","10,924","16,727","10,672","97,336","11,591","16,055","11,414","99,966","12,521","16,793","11,553","108,577","13,872","18,918","12,153","13,877",1.048,0.968,0.999,1.037,1.021,0.943,0.988,1.021,1.024,0.959,0.995,1.002,1.046,1.022,1.049,1.019,320,"3,698","4,003","22,960","30,054",248,"2,962","3,374","23,471","3,880","14,219","8,886","3,892","17,462","13,415","25,271","2,333",927,758,96,"1,492","3,544","3,138",76,281,69,374,"1,153","2,325","5,539",154,981,262,284,264,3,12,5,582,214,733,351,"14,598","6,656","6,045","1,835",61,55,31,"19,578",0,3,0,0,0,0,254,54,278,70,1,16.39%,9.34%,2.17%,1.05%,89.38,94.47,93.33,80.5,58.1,59.7,69.01,22.57,91.74,84.37,0.1554,35.11,83.39,82.89,90.48,53.79,,72.55,68.39,98.02,0,13.57,,77.42,,40.7360982,-74.0283106,
390,A4597,Achiever Health Care Consultation and Management LLC,CA,Re-entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,Prospective,0,0,0,"10,009",6.58%,2.00%,"8,130,026","8,130,026",,"3,983,713",1,1,1,0,0,0,86.72%,0,1,"12,637","11,641","123,580,575","115,450,549",,,50.00%,50.00%,1,Low Revenue,"93,323","10,309","12,824","9,414","88,224","10,543","14,882","10,547","106,882","11,106","14,383","10,108","88,922","10,558","17,167","10,516","11,806",1.006,0.952,0.897,1.009,1.084,0.965,1.014,1.007,1.089,0.929,1.032,0.996,1.038,0.939,0.991,0.996,57,996,"1,145","7,203","9,779",65,729,"1,121","7,864",793,"5,052","2,969","1,195","5,902","4,107","9,074",120,168,270,30,347,"3,253","3,040",7,212,11,466,962,"2,635","3,859",74,602,277,228,220,1,6,1,559,183,618,240,"12,705","6,811","3,957","1,281",656,57,26,"18,571",0,2,0,0,0,0,50,20,26,3,0,16.15%,5.82%,1.71%,1.93%,79.74,91,89.12,71.04,58.81,59.54,73.83,23.32,91.22,81.7,0.1523,34.3,94.31,81.38,97.14,45.94,,89.64,85.81,40.81,8.33,43.1,,47.99,,38.597567,-121.4392874,
391,A4600,Zia ACO,NM,Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"5,320",-3.32%,3.80%,"-1,521,545",0,,0,1,1,0,0,1,0,73.73%,0,1,"8,779","8,117","45,783,561","47,305,106",,,40.00%,40.00%,0,Low Revenue,"55,822","6,498","11,048","7,074","68,555","7,818","11,741","6,790","81,690","7,901","11,729","7,381","70,995","10,532","11,507","8,445","9,071",0.976,0.836,0.803,0.875,0.96,0.915,0.797,0.892,1.038,0.936,0.845,0.877,0.853,0.916,0.809,0.881,23,613,569,"5,117","5,215",22,373,355,"4,465",512,"2,634","1,619",555,"3,044","2,276","4,840",13,13,216,17,221,"2,095","1,871",75,166,22,137,387,"2,456","3,601",230,223,314,149,137,2,7,3,527,41,547,196,"9,823","5,702","2,583","1,437",101,24,34,"18,576",0,0,0,0,0,0,32,9,25,16,0,11.36%,5.32%,0.71%,0.90%,77.63,90.74,88.72,74.29,56.22,57.48,69.18,28.04,89.76,82.96,0.1429,23.31,,,,,33.51,,,,,,26.95,,65.83,36.3689794,-105.5760164,
392,A4601,"Excelera ACO, Inc.",CA,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,Prospective,0,0,0,"4,562",7.25%,4.14%,"4,363,966","4,363,966",,"1,710,675",1,1,0,0,0,0,61.69%,1,1,"13,516","11,816","60,201,550","55,837,585",,,40.00%,40.00%,0,Low Revenue,"81,169","10,263","8,895","9,265","105,397","12,675","9,915","8,549","102,651","10,283","10,210","8,430","104,141","13,362","12,241","8,954","12,536",0.988,1.022,0.77,0.979,0.997,1.185,0.8,0.927,0.98,1.012,0.808,0.894,1.021,1.058,0.815,0.83,76,301,"3,066","1,481","4,454",67,242,"2,580","1,565",273,"1,606","1,504","1,179","2,736","1,826",704,66,"2,733",185,2,872,"4,053","3,713",97,238,63,597,"1,421","2,355","3,025",102,"1,348",166,239,226,2,6,4,491,197,459,160,"8,515","4,668","3,283",418,146,57,31,"24,862",0,0,0,0,0,0,53,51,8,21,0,63.82%,3.24%,1.51%,1.93%,83.58,90.66,91.31,74.82,47.91,62.42,71.34,21.86,88.24,79.98,0.161,60.68,,,,,,,,,,,,,,,,
393,A4604,Caravan Collaborative Pathways,"NY, AR, NJ, IN, OR, IL, ID, MO, MN, NE, OH, TX, WI, NM, LA, WA, CA",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,Prospective,0,0,0,"106,323",3.08%,2.00%,"36,683,152","36,683,152",,"14,379,796",1,1,1,0,0,0,89.31%,0,1,"11,526","10,909","1,192,790,377","1,156,107,225",,,40.00%,40.00%,0,High Revenue,"84,982","9,370","16,650","9,128","85,440","9,527","16,799","9,556","90,153","10,168","17,555","9,846","91,861","10,194","19,210","10,231","11,171",1.014,0.943,1.026,1.014,1.056,0.955,1.052,1.02,1.04,0.978,1.053,1.026,1.031,0.959,1.103,1.045,526,"13,219","6,670","80,019","103,489",518,"10,987","6,179","85,805","11,660","48,207","32,467","13,989","60,162","46,161","100,215","2,115",396,614,271,"2,712","3,011","2,682",32,267,56,305,827,"2,930","3,467",146,445,347,262,243,1,13,5,661,181,744,217,"9,877","3,180","3,636","2,108",953,55,28,"15,137",26,4,49,0,31,46,"1,736","3,975","1,608",845,20,12.10%,7.61%,2.13%,2.20%,84.8,92.58,92.07,78.55,64.39,59.44,74.44,17.91,91.93,84.49,0.1533,34.37,90.7,75.4,88,78.43,,72.3,73.62,85.33,20.69,15.33,,73.08,,39.2727456,-94.665247,
394,A4613,NH-Cares ACO LLC,NH,Re-entering,3,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"20,480",3.45%,2.50%,"7,443,191","7,443,191",,"2,917,731",1,1,1,0,0,0,86.55%,0,1,"10,775","10,616","215,852,905","208,409,714",,,40.00%,40.00%,0,High Revenue,"85,159","10,156","17,871","9,218","89,451","10,382","18,438","9,561","87,107","11,308","19,212","9,792","101,756","11,410","15,470","9,730","10,403",0.999,0.886,0.949,0.915,0.956,0.888,0.99,0.929,0.989,0.894,1.0,0.932,1.022,0.852,0.93,0.915,67,"2,726",764,"19,013","20,033",65,"2,136",679,"17,153","2,681","9,579","5,920","2,300","11,371","9,109","19,583",60,55,14,10,758,"2,960","2,493",35,346,118,288,426,"3,281","2,755",128,605,252,224,201,1,15,7,707,150,752,228,"9,103","2,418","3,706","2,302",677,30,24,"13,585",2,4,3,0,3,7,353,709,289,163,0,8.72%,4.29%,1.16%,0.96%,79.88,91.57,90.03,72.38,62.67,60.6,74.79,18.79,90.94,82.69,0.1556,34.69,85.77,77.93,69.77,75.1,,78.41,74.86,83.94,1.45,11.67,,72.8,,43.19842,-71.5622415,
395,A4614,QCIPN,HI,Initial,1,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"16,580",0.54%,2.64%,"910,282",0,,0,1,1,1,0,0,0,98.88%,0,1,"10,384","9,666","168,342,288","167,432,006",,,40.00%,40.00%,0,High Revenue,"78,811","7,340","11,205","7,609","76,651","8,023","10,025","7,710","78,581","7,295","11,778","8,252","78,166","10,572","13,289","9,019","10,328",1.002,0.983,0.857,0.972,0.984,1.03,0.913,0.976,0.954,0.989,0.927,0.982,0.949,1.079,0.957,1.027,241,605,426,"11,938","16,211",268,524,438,"14,981",668,"7,093","5,399","3,420","9,371","7,209","4,546",119,"3,973",40,12,"7,890","2,798","2,679",0,117,1,571,713,"2,662","3,220",89,281,146,177,172,0,5,0,464,145,573,178,"9,607","3,876","4,556",927,248,35,28,"19,260",2,0,3,0,3,2,319,769,190,91,9,4.26%,1.74%,0.43%,1.01%,85,93.53,93.13,81.13,64.54,60.18,75.05,17.93,91.25,84.18,0.1218,27.05,78.66,83.38,82.35,68.19,,67.67,79.9,75,3.64,12.5,,68.49,,21.3084698,-157.8538581,
